ImageNumber,ObjectNumber,FileName_Draq5,FileName_NBDglucose,PathName_Draq5,PathName_NBDglucose,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_Draq5,Intensity_IntegratedIntensityEdge_NBDglucose,Intensity_IntegratedIntensity_Draq5,Intensity_IntegratedIntensity_NBDglucose,Intensity_LowerQuartileIntensity_Draq5,Intensity_LowerQuartileIntensity_NBDglucose,Intensity_MADIntensity_Draq5,Intensity_MADIntensity_NBDglucose,Intensity_MassDisplacement_Draq5,Intensity_MassDisplacement_NBDglucose,Intensity_MaxIntensityEdge_Draq5,Intensity_MaxIntensityEdge_NBDglucose,Intensity_MaxIntensity_Draq5,Intensity_MaxIntensity_NBDglucose,Intensity_MeanIntensityEdge_Draq5,Intensity_MeanIntensityEdge_NBDglucose,Intensity_MeanIntensity_Draq5,Intensity_MeanIntensity_NBDglucose,Intensity_MedianIntensity_Draq5,Intensity_MedianIntensity_NBDglucose,Intensity_MinIntensityEdge_Draq5,Intensity_MinIntensityEdge_NBDglucose,Intensity_MinIntensity_Draq5,Intensity_MinIntensity_NBDglucose,Intensity_StdIntensityEdge_Draq5,Intensity_StdIntensityEdge_NBDglucose,Intensity_StdIntensity_Draq5,Intensity_StdIntensity_NBDglucose,Intensity_UpperQuartileIntensity_Draq5,Intensity_UpperQuartileIntensity_NBDglucose,Location_CenterMassIntensity_X_Draq5,Location_CenterMassIntensity_X_NBDglucose,Location_CenterMassIntensity_Y_Draq5,Location_CenterMassIntensity_Y_NBDglucose,Location_CenterMassIntensity_Z_Draq5,Location_CenterMassIntensity_Z_NBDglucose,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Draq5,Location_MaxIntensity_X_NBDglucose,Location_MaxIntensity_Y_Draq5,Location_MaxIntensity_Y_NBDglucose,Location_MaxIntensity_Z_Draq5,Location_MaxIntensity_Z_NBDglucose,Number_Object_Number
5,14,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,5663,11770,446,535,336,428,393.4375772558715,484.5060921772912,13.978377343571058,8459,0.6471730174683107,84.9138124325791,1,0.48113848768054374,0.07153906175382513,104.32708933300484,125.87692401707312,30.0,8.381013443921619,6.324555320336759,95.47891827098216,79.5330423988923,43.92270458737939,997.3706704297267,0.6694644757063483,4.568825891939923,5.9765469916164875,28.914565148064867,35.801648621447384,0.0033722438383847475,0.0061951628886163235,0.0014496073126792908,7.629534229636192e-05,1.0017627132285556,0.25077892920738165,0.012375066988170147,0.008926527574658394,0.021530479192733765,0.008926527574658394,0.004891676543832894,0.006398872582030501,0.005105874121148661,0.006322028716483734,0.004730296786874533,0.006256198976188898,0.002288853283971548,0.0060120546258986,0.0022583352401852608,0.00588998245075345,0.0016319418538403602,0.00032410931326043153,0.0022722970708922235,0.00022469830094811583,0.006286717019975185,0.006363012362271547,394.4251027398415,393.5016381415875,484.6743834489744,484.7485509866912,0.0,0.0,393.4375772558715,484.5060921772912,0,414.0,389.0,463.0,524.0,0.0,0.0,14
5,15,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,20162,33338,628,562,417,404,518.3957940680488,480.264011506795,10.889517489546215,25017,0.6436155707926369,160.22189519834782,1,0.6047753314535965,0.0918314333908721,186.9205443487085,211.60340261914504,60.440052945046304,18.29136096946637,14.866068747318506,152.7374586113819,143.0594401242174,89.25769110153627,1661.0245660863889,0.8059319662629412,7.506248691352084,9.855695596896112,108.43468535225838,129.64671014342457,0.003524834057316184,0.006225680932402611,0.0015564202331006527,0.00012207217514514923,1.1430103034678074,0.4455823676240132,0.013015945442020893,0.009842068888247013,0.024795910343527794,0.009842068888247013,0.0049480874695794885,0.0064968329577429875,0.005378171081849935,0.006430250478297023,0.004928664304316044,0.006317235063761473,0.0023041123058646917,0.0059967958368361,0.0022735942620784044,0.005935759749263525,0.001698808057482977,0.00037738217639223583,0.0024345913338928073,0.0003252292259256064,0.006713969632983208,0.006546120624989271,517.3925812279967,518.8303154743207,480.8117674299837,480.16534644799077,0.0,0.0,518.3957940680488,480.264011506795,0,479.0,470.0,525.0,415.0,0.0,0.0,15
5,16,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,12489,22800,1024,644,904,454,979.4796220674193,544.3644006725918,6.5022840664459185,15179,0.8787342271093677,126.10110496818594,1,0.5477631578947368,0.15379211209186525,187.74292542576083,202.6079958935481,39.0,14.06772912947626,12.529964086141668,108.68378935478601,89.61183573057872,18.638594249397748,1010.1869042456532,0.8227814744054286,4.020492930198088,5.195132467895746,98.93998740217648,78.39356214273721,0.004364080261439085,0.0061799040995538235,0.0027466234751045704,6.103608757257462e-05,10.791976418820822,0.08544486777256505,0.0120088504627347,0.008239871822297573,0.033905547112226486,0.008239871822297573,0.00489706812448001,0.006327810557729289,0.007922170502216068,0.006277008739109393,0.00666819280013442,0.006240940187126398,0.0023041123058646917,0.006027313880622387,0.0022735942620784044,0.005935759749263525,0.00167079713549361,0.00022587295836791108,0.004702612540643429,0.00015768523634009546,0.01042191218584776,0.006317235063761473,986.2948327037934,979.4144807514044,552.7321757057914,544.4196947443945,0.0,0.0,979.4796220674193,544.3644006725918,0,1011.0,925.0,563.0,536.0,0.0,0.0,16
5,17,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,15714,33300,799,686,619,501,708.7860506554665,605.5815196639938,19.501226686774473,23836,0.7312285398319522,141.44852846872726,1,0.4718918918918919,0.05127882548425477,187.11410231192752,226.15260334561705,47.70744176750625,15.09946813220916,12.041594578792296,160.72869681733815,127.63662067894117,49.280818491983446,1962.362661203013,0.6592549085417017,8.975570460315794,11.54692933568731,101.34812066098675,99.03663868876174,0.003921568859368563,0.0061951628886163235,0.001998931635171175,7.629487663507462e-05,3.862284964085995,0.16670856520064506,0.01187151949852705,0.007492179982364178,0.02844281680881977,0.008300907909870148,0.0048886549348125235,0.00628917719808677,0.00644954312466506,0.006302446142851072,0.005661097355186939,0.006256198976188898,0.0022735942620784044,0.005981536582112312,0.0022735942620784044,0.005920500494539738,0.0016390951648303218,0.00016832240689017373,0.003406332480854581,0.0001816218310647605,0.008194094523787498,0.00634775310754776,708.7708049419651,708.9433880868804,601.7192647899566,605.5264135991068,0.0,0.0,708.7860506554665,605.5815196639938,0,716.0,636.0,584.0,509.0,0.0,0.0,17
5,18,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,8962,14204,134,657,0,551,60.585471992858736,601.04329390761,12.506204101843103,11491,0.7729555424797557,106.82121886552564,1,0.6309490284426922,0.07996031344575809,138.62516404983361,148.03040228277433,35.11409973215888,10.768520283904746,8.54400374531753,102.55240796827005,87.95214755640788,70.16791249544814,1186.7798333582164,0.7799147158645897,5.094270326197147,6.5927215735428035,42.795926473103464,56.34389361180365,0.003120469977147877,0.0061951628886163235,0.0013580531813204288,7.629487663507462e-05,0.44882519355065964,0.15253029873731574,0.01100175455212593,0.00746166193857789,0.01875333860516548,0.007553216069936752,0.00486094496774537,0.006290764860250766,0.004775265172182935,0.0062869776402369616,0.00440985755994916,0.006256198976188898,0.0023193713277578354,0.005951018538326025,0.0022583352401852608,0.005951018538326025,0.0016108844959545632,0.00017648133354574577,0.002098519278038729,0.00016074230626078454,0.00588998245075345,0.00633249431848526,60.40986210909151,60.456565859778806,601.4563377589006,600.9617543412187,0.0,0.0,60.585471992858736,601.04329390761,0,78.0,3.0,632.0,560.0,0.0,0.0,18
5,19,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,13700,22880,636,710,476,567,554.7675182481752,634.8513868613138,7.973315306893241,17079,0.5686621280283536,132.07339536360732,1,0.5987762237762237,0.12541834375162125,149.62100253553245,161.27616066858735,52.20153254455275,15.917351036319525,12.649110640673518,131.75070568905255,123.07392806257864,-74.96450061241237,1171.6143571373725,0.8021546928977107,5.1249256955925375,6.649210458621383,78.51220072549768,88.63615019572899,0.0037232013419270515,0.006240940187126398,0.0016784926410764456,0.00015259021893143654,0.4874015637086192,0.1608595491180976,0.010864423587918282,0.007248035632073879,0.02214084006845951,0.008957046084105968,0.004848557895546393,0.006290643764069425,0.00573081757120421,0.006469791985089707,0.005233844742178917,0.00634775310754776,0.0023041123058646917,0.0060120546258986,0.0022583352401852608,0.005920500494539738,0.0016325432971406673,0.00016421463290163717,0.0026553052184544595,0.0003368759758630168,0.007171740289777517,0.006622415501624346,554.6840396224245,554.6125097082786,634.37118731597,634.8943769427467,0.0,0.0,554.7675182481752,634.8513868613138,0,534.0,531.0,625.0,615.0,0.0,0.0,19
5,20,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,13252,33825,1024,734,859,529,946.0710081497133,639.4528373075763,15.030409938268578,18046,0.9408174679638355,129.89599857898,1,0.3917812269031781,0.06653178483535058,230.12806267272896,257.41989045137905,34.66987164671943,10.813358466172671,9.0,99.42976884673357,77.99355181123454,36.68968398755071,1582.0895372438445,0.7343455613432339,6.8437477219849825,8.890287801623344,67.65740541159175,83.3628305546008,0.00334172579459846,0.0061951628886163235,0.0014801248908042908,7.629487663507462e-05,0.465444602967595,0.24014514459951808,0.011703670024871826,0.007736324332654476,0.024429693818092346,0.007736324332654476,0.0048399913168210625,0.006287332250087231,0.005105448642589176,0.006290584859236403,0.004684519954025745,0.006256198976188898,0.0022735942620784044,0.005981536582112312,0.0022735942620784044,0.005920500494539738,0.001637712644618793,0.0001626894960847764,0.0022981351666835573,0.0001680691083463501,0.00633249431848526,0.00633249431848526,946.22162988894,946.227428041146,639.8932368649148,639.635052861355,0.0,0.0,946.0710081497133,639.4528373075763,0,990.0,1003.0,692.0,670.0,0.0,0.0,20
5,21,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,11826,25718,571,825,404,671,479.4938271604938,743.8149839337054,18.21928198011037,16714,0.3535107605012437,122.70831616495288,1,0.45983357959405863,0.054886905043331574,132.29692048289724,166.30093204789924,45.5411901469428,13.165325430222518,10.04987562112089,135.33687775602152,123.75456895153374,-59.40359743905273,1645.468216900285,0.7075505564197678,7.483375416370109,9.648371275980026,67.26785783353262,75.54908201098442,0.0037232013419270515,0.006210422143340111,0.0016327155753970146,0.00010681338608264923,1.6909527686357653,0.5476067274922158,0.011856259778141975,0.00807202234864235,0.027924010530114174,0.00886549148708582,0.004910351323077499,0.006330952280826788,0.005688132744252716,0.006388388467020499,0.00520332669839263,0.006301976274698973,0.002288853283971548,0.0059967958368361,0.0022583352401852608,0.005905241705477238,0.0015978968735049742,0.00022099099493527944,0.0026533898482445878,0.00028953869777790684,0.007080186158418655,0.006469825282692909,479.35864765276483,480.04049657504135,742.1294431402367,743.7829577070622,0.0,0.0,479.4938271604938,743.8149839337054,0,458.0,520.0,740.0,743.0,0.0,0.0,21
5,22,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,11833,20874,765,791,623,644,693.3563762359503,718.4520409025606,8.622120872822913,14826,0.2662363217455222,122.744627307476,1,0.566877455207435,0.11598074473207848,127.94798236868769,146.32156368765337,49.24428900898052,15.058393513308976,12.529964086141668,132.90052002663592,123.33005647931633,70.14356659828776,1132.294551983978,0.7981249156886551,5.099076918326318,6.66390490764752,66.7173733713571,75.58947263658047,0.0036926832981407642,0.006210422143340111,0.0016479745972901583,0.00010681338608264923,1.7819672961659387,0.39913809571033315,0.0117647061124444,0.008346685208380222,0.03434805944561958,0.009048599749803543,0.004847031291184713,0.006334510368486236,0.005638246714388329,0.006388022702322358,0.005172808654606342,0.006301976274698973,0.002288853283971548,0.005981536582112312,0.0022583352401852608,0.005951018538326025,0.0016398407428121228,0.00023952190556172546,0.0025961049278068454,0.0002820347582486203,0.007064927369356155,0.006469825282692909,694.8540123883305,692.9578501679526,719.4176978808343,718.474135982864,0.0,0.0,693.3563762359503,718.4520409025606,0,734.0,714.0,739.0,766.0,0.0,0.0,22
5,23,Trial1_4-0002.tif,Trial1_4-0001.tif,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,/Users/Maddie/Downloads/Day3_N2_Vimentin_231/AM/AM_FIP,15527,24436,937,818,788,654,857.7553294261609,737.0246667096027,7.0334203346344575,18058,0.5151160606835683,140.6043755048287,1,0.6354149615321657,0.1421783360615788,153.20429437027366,163.44112089679268,57.62811813689564,18.95731026103978,16.0312195418814,144.4,131.31453178585906,16.168137151175866,1171.4722215136417,0.8598405138996567,5.208423065487295,6.801129294093698,95.89843732863665,100.59336412930861,0.004013122990727425,0.006240940187126398,0.0018234532326459885,0.00016784900799393654,2.011595880104182,0.49929350916613124,0.013443198055028915,0.008178835734724998,0.0320592038333416,0.009216449223458767,0.004885950342858626,0.006380046242114163,0.006176237349690001,0.006478609140806892,0.005638208705931902,0.006378271151334047,0.002288853283971548,0.0060120546258986,0.0022735942620784044,0.005951018538326025,0.0016252708322140163,0.0002981636323007665,0.0029153847508956634,0.0003289837723926326,0.007797360420227051,0.006622415501624346,855.7438445836475,857.3666052119938,737.0458023002282,737.3380155465491,0.0,0.0,857.7553294261609,737.0246667096027,0,927.0,808.0,767.0,773.0,0.0,0.0,23
